# 编码	词频（wordfreq 英文 Zipf × 1000）
domesticate	2090
domesticated	3170
domesticates	1340
domesticating	1830
domesticity	2360
domestics	2230
domicile	2750
domiciled	2560
domiciles	1870
domiciling	0
dominance	3830
dominant	4230
dominants	1860
dominate	3870
dominated	4180
dominates	3400
dominating	3580
domination	3700
doming	1670
dominion	3660
dominions	2750
domino	3230
dominoes	2830
don	4600
donate	4040
donated	4059
donates	2940
donating	3590
donation	4000
donations	4100
done	5580
donkey	3620
donkeys	3060
donor	3920
donors	3830
dons	3150
donut	3310
donuts	3450
doodle	3290
doodled	1990
doodles	2820
doodling	2500
doom	3810
doomed	3770
dooming	1980
dooms	2160
door	5080
doorman	2790
doormen	2050
doors	4540
doorstep	3500
doorstepped	0
doorstepping	0
doorsteps	2390
doorway	3510
doorways	2940
dope	3900
doped	2940
dopes	2100
dopey	2680
dopier	0
dopiest	0
doping	3470
dormant	3410
dormitories	2840
dormitory	3120
dorsal	3450
dos	3690
dose	4200
dosed	2620
doses	3780
dosing	2970
dost	2920
dot	4050
dote	2230
doted	2170
dotes	2029
doth	3140
doting	2520
dots	3760
dotted	3410
dotting	2390
double	5010
doubled	3890
doubles	3890
doubling	3610
doubly	3170
doubt	4900
doubted	3440
doubtful	3520
doubtfully	1840
doubting	3310
doubtless	3090
doubts	3950
dough	3860
doughnut	3170
doughnuts	3150
dour	2550
dourer	0
dourest	0
douse	2590
doused	2620
douses	1720
dousing	2160
dove	3670
doves	3100
dowdier	0
dowdiest	0
dowdy	2410
down	5880
downcast	2400
downed	3300
downfall	3540
downfalls	2160
downgrade	3230
downgraded	3140
downgrades	2480
downgrading	2590
downhearted	1920
downhill	3660
downhills	1770
downier	0
downiest	0
downing	3440
downpour	2830
downpours	2360
downright	3380
downs	3930
downstairs	3720
downstream	3620
downtown	4400
downward	3710
downwards	3200
downy	2600
dowries	2029
dowry	3130
doze	2640
dozed	2530
dozen	4350
dozens	4130
dozes	1670
dozing	2590
drab	3010
drabber	0
drabbest	0
drabs	1760
draconian	2880
draft	4610
drafted	3910
draftier	0
draftiest	0
drafting	3660
drafts	3580
draftsman	2540
draftsmen	1760
drafty	2130
drag	4290
dragged	4000
dragging	3820
dragon	4410
dragonflies	2550
dragonfly	3030
dragons	4100
drags	3240
drain	4070
drainage	3770
drained	3690
draining	3550
drains	3550
drama	4670
dramas	3550
dramatic	4410
dramatically	3950
dramatisation	1940
dramatisations	1150
dramatise	1700
dramatised	2170
dramatises	1420
dramatising	1560
dramatist	2800
dramatists	2580
dramatization	2430
dramatizations	1730
dramatize	2300
dramatized	2590
dramatizes	2170
dramatizing	2110
drank	3950
drape	2740
draped	3180
draperies	2320
drapery	2620
drapes	2910
draping	2390
drastic	3630
drastically	3650
draught	3080
draughtier	0
draughtiest	0
draughts	2510
draughtsman	2420
draughtsmen	1860
draughty	1930
draw	4810
drawback	3210
drawbacks	3210
drawbridge	2610
drawbridges	1680
drawer	3780
drawers	3420
drawing	4580
drawings	4040
drawl	2480
drawled	1700
drawling	1800
drawls	1640
drawn	4530
draws	4100
dread	3640
dreaded	3350
dreadful	3660
dreadfully	2700
dreading	2990
dreads	2840
dream	4910
dreamed	3750
dreamer	3280
dreamers	3090
dreamier	1170
dreamiest	1400
dreaming	3940
dreams	4590
dreamy	3230
drearier	0
dreariest	1360
dreary	3080
dredge	3040
dredged	2700
dredges	2060
dredging	3120
dregs	2620
drench	2370
drenched	3230
drenches	1610
drenching	2320
dress	4760
dressed	4420
dresser	3360
dressers	2520
dresses	4050
dressier	1810
dressiest	0
dressing	4170
dressings	2950
dressmaker	2460
dressmakers	1780
dressy	2430
drew	4460
dribble	3060
dribbled	2370
dribbles	2540
dribbling	2920
dried	4040
drier	3190
dries	3200
driest	2770
drift	3820
drifted	3410
drifting	3550
drifts	2980
driftwood	2720
drill	4090
drilled	3510
drilling	3930
drills	3590
drily	1970
drink	4900
drinkable	2590
drinker	3180
drinkers	3130
drinking	4710
drinks	4430
drip	3580
dripped	2560
dripping	3480
drips	2850
drive	5130
drivel	2720
driveling	0
drivelling	1240
driven	4540
driver	4750
drivers	4560
drives	4280
driveway	3650
driveways	2620
driving	4900
drizzle	3150
drizzled	2330
drizzles	1620
drizzling	2310
droll	2580
droller	0
drollest	0
drone	4000
droned	1950
drones	3780
droning	2530
drool	3040
drooled	2150
drooling	3050
drools	2180
droop	2510
drooped	1910
drooping	2590
droops	1660
drop	4990
dropout	3080
dropouts	2660
dropped	4730
dropping	4330
droppings	2820
drops	4330
dross	2370
drought	3900
droughts	2990
drove	4360
droves	2930
drown	3680
drowned	3740
drowning	3770
drowns	2840
drowse	1340
drowsed	0
drowses	0
drowsier	0
drowsiest	0
drowsiness	2670
drowsing	1100
drowsy	2820
drudge	2610
drudged	0
drudgery	2580
drudges	1280
drudging	1440
drug	4870
drugged	3240
drugging	2610
druggist	2150
druggists	1520
drugs	4770
drugstore	3070
drugstores	2340
drum	4110
drummed	2520
drummer	3680
drummers	2880
drumming	3220
drums	3930
drumstick	2360
drumsticks	2490
drunk	4610
drunkard	2740
drunkards	2330
drunken	3660
drunkenly	2630
drunkenness	2890
drunker	2140
drunkest	1750
drunks	2930
dry	4740
dryer	3540
dryers	2760
drying	3740
dryly	2330
dryness	2930
drys	1920
dual	4280
dualism	2600
dub	3640
dubbed	3810
dubbing	2770
dubious	3490
dubiously	2090
dubs	3010
duchess	3760
duchesses	1940
duck	4210
ducked	3010
ducking	3050
duckling	2660
ducklings	2540
ducks	3900
duct	3580
ducts	3110
dud	2990
dude	4810
duded	0
dudes	3950
duding	0
duds	2740
due	5350
duel	3650
dueled	1940
dueling	2840
duelled	1400
duelling	2420
duels	2870
dues	3380
duet	3430
duets	2790
duff	3360
dug	3860
dugout	3030
dugouts	2200
duke	4450
dukes	3230
dull	3940
dulled	2520
duller	2450
dullest	2200
dulling	2100
dullness	2380
dulls	2120
dully	1870
duly	3440
dumb	4540
dumbbell	2630
dumbbells	2460
dumber	3140
dumbest	3380
dumbfound	0
dumbfounded	2750
dumbfounding	1520
dumbfounds	0
dummies	3230
dummy	3640
dump	4080
dumped	3900
dumpier	0
dumpiest	0
dumping	3670
dumpling	2670
dumplings	3000
dumps	3350
dumpy	2320
dunce	2500
dunces	1960
dune	3280
dunes	3370
dung	3230
dunged	0
dungeon	3570
dungeons	3310
dunging	0
dungs	1060
dunk	3540
dunked	2660
dunking	2690
dunks	2800
dunno	3760
duo	4080
dupe	2780
duped	3080
dupes	2480
duping	2140
duplex	3130
duplexes	2160
duplicate	3590
duplicated	3080
duplicates	3050
duplicating	2600
duplication	3160
duplications	2110
duplicity	2510
durability	3450
durable	3680
duration	4140
durations	2710
duress	3020
during	5720
dusk	3440
duskier	0
duskiest	0
dusky	2830
dust	4410
dustbin	2560
dusted	3110
dustier	1320
dustiest	1080
dusting	3100
dustmen	1260
dustpan	1900
dustpans	0
dusts	2280
dusty	3670
dutch	4410
duties	4320
dutiful	2630
dutifully	2670
duty	4710
duvet	2990
dwarf	3750
dwarfed	2690
dwarfing	2150
dwarfs	3170
dwell	3570
dweller	2770
dwellers	3280
dwelling	3740
dwellings	3380
dwells	2870
dwelt	2650
dwindle	2610
dwindled	2920
dwindles	2090
dwindling	3090
dye	3820
dyed	3430
dyeing	2930
dyes	3290
dying	4630
dyke	3370
dyked	0
dykes	2890
dyking	0
dynamic	4310
dynamical	2910
dynamically	3030
dynamics	4080
dynamite	3590
dynamited	1860
dynamites	1620
dynamiting	1670
dynamo	3160
dynamos	2440
dynasties	2970
dynasty	3870
dysentery	2800
dyslexia	3020
e	5280
each	5690
eager	4030
eagerer	0
eagerest	0
eagerly	3490
eagerness	2900
eagle	4130
eagles	4220
ear	4430
earache	2140
earaches	1250
eardrum	2430
eardrums	2420
earl	4180
earlier	4980
earliest	4090
earls	2870
early	5430
earmark	2240
earmarked	3000
earmarking	1870
earmarks	2370
earn	4480
earned	4550
earner	2940
earners	3230
earnest	3660
earnestly	2870
earnestness	2390
earnests	0
earning	4230
earnings	4270
earns	3560
earring	3080
earrings	3620
ears	4360
earshot	2630
earth	5060
earthed	1900
earthier	1440
earthiest	0
earthing	2029
earthlier	0
earthliest	0
earthly	3320
earthquake	4150
earthquakes	3620
earths	3040
earthworm	2420
earthworms	2550
earthy	3020
ease	4340
eased	3250
easel	2680
easels	1870
eases	2930
easier	4760
easiest	3920
easily	4910
easing	3250
east	5160
easter	4120
easterlies	1440
easterly	2950
eastern	4780
easters	1580
eastward	3240
easy	5290
easygoing	2650
eat	5130
eaten	4130
eater	3420
eating	4850
eats	3950
eaves	2850
eavesdrop	2480
eavesdropped	1960
eavesdropping	2860
eavesdrops	1440
ebb	3040
ebbed	2230
ebbing	2420
ebbs	2390
ebonies	0
ebony	3340
eccentric	3580
eccentricities	2480
eccentricity	2840
eccentrics	2260
ecclesiastical	3490
echo	4040
echoed	3400
echoes	3590
echoing	3370
eclectic	3370
eclipse	3810
eclipsed	2990
eclipses	2860
eclipsing	2570
ecological	3780
ecologically	2800
ecologist	2670
ecologists	2590
ecology	3740
economic	5100
economical	3590
economically	3830
economics	4420
economies	3890
economise	1600
economised	0
economises	0
economising	1160
economist	3870
economists	3760
economize	2000
economized	1210
economizes	1070
economizing	1600
economy	4870
ecosystem	3780
ecosystems	3520
ecstasies	1770
ecstasy	3480
ecstatic	3370
ecumenical	3000
eczema	3070
eddied	0
eddies	2440
eddy	3470
eddying	1010
edge	4740
edged	3550
edges	4090
edgewise	2060
edgier	2380
edgiest	1500
edging	3150
edgy	3390
edible	3630
edibles	2860
edict	3100
edicts	2670
edifice	2930
edifices	2300
edit	4300
edited	4310
editing	4270
edition	4800
editions	3850
editor	4620
editorial	4110
editorials	3020
editors	4040
editorship	2460
edits	3440
educate	3920
educated	4290
educates	2660
educating	3580
education	5280
educational	4600
educations	2570
educator	3550
educators	3820
eel	3230
eels	3180
eerie	3330
eerier	0
eeriest	1050
effect	5020
effected	3310
effecting	2870
effective	4890
effectively	4490
effectiveness	4050
effects	4890
effectual	2340
effeminate	2720
effervescent	2510
efficiencies	3190
efficiency	4380
efficient	4420
efficiently	3790
effigies	2500
effigy	2810
effort	4920
effortless	3140
effortlessly	3220
efforts	4770
effusive	2450
effusively	1800
egalitarian	3060
egg	4460
egged	2490
egging	2450
eggplant	3010
eggplants	2210
eggs	4500
ego	4019
egocentric	2480
egoism	2380
egos	3100
egotism	2280
egotist	1940
egotists	1440
eh	4260
eigenvalue	2380
eight	5020
eighteen	3810
eighteens	0
eighteenth	3480
eighteenths	0
eighth	4200
eighths	2490
eighties	3220
eightieth	1940
eightieths	0
eights	2670
eighty	3750
either	5330
ejaculate	2550
ejaculated	2310
ejaculates	1980
ejaculating	2000
ejaculation	2920
ejaculations	1850
eject	2990
ejected	3370
ejecting	2530
ejection	3070
ejections	2190
ejects	2150
eke	2630
eked	2040
ekes	1500
eking	1940
elaborate	4059
elaborated	3150
elaborately	2760
elaborates	2640
elaborating	2800
elaboration	2820
elaborations	1890
elapse	2029
elapsed	2950
elapses	1790
elapsing	1370
elastic	3590
elasticity	3100
elastics	1940
elation	2700
elbow	3840
elbowed	2450
elbowing	2220
elbows	3400
elder	4059
elderly	4150
elders	3760
eldest	3690
elect	4030
elected	4630
electing	3330
election	5080
elections	4660
elective	3320
electives	2740
elector	2960
electoral	4120
electorate	3640
electorates	2630
electors	3260
electric	4720
electrical	4420
electrically	3190
electrician	3260
electricians	2840
electricity	4430
electrified	2980
electrifies	1570
electrify	2360
electrifying	2870
electrocute	2260
electrocuted	2840
electrocutes	1430
electrocuting	1980
electrocution	2580
electrocutions	1510
electrode	3380
electrodes	3290
electrolysis	2720
electromagnetic	3580
electron	3820
electronic	4550
electronically	3280
electronics	4190
electrons	3600
electrostatic	2940
elects	3020
elegance	3420
elegant	3950
elegantly	2970
elegies	2150
elegy	2710
element	4460
elemental	3380
elementary	4330
elements	4700
elephant	4080
elephants	3810
elevate	3380
elevated	4030
elevates	2760
elevating	3020
elevation	3900
elevations	3250
elevator	3950
elevators	3390
eleven	4120
elevens	1890
eleventh	3480
elevenths	0
elf	3650
elicit	3100
elicited	2910
eliciting	2560
elicits	2560
eligibility	3750
eligible	4290
eliminate	4150
eliminated	4050
eliminates	3380
eliminating	3790
elimination	3930
eliminations	2680
elite	4400
elites	3620
elitism	2630
elitist	3070
elk	3490
elks	2570
ellipse	2680
ellipses	2410
elliptic	2900
elliptical	3210
elm	3360
elms	2780
elongate	2780
elongated	3350
elongates	1770
elongating	1910
elope	2500
eloped	2520
elopement	2290
elopements	1160
elopes	1480
eloping	2150
eloquence	2830
eloquent	3210
eloquently	2960
else	5380
elsewhere	4460
elucidate	2700
elude	2780
eluded	2910
eludes	2530
eluding	2400
elusive	3470
elves	3400
em	4570
email	4680
emailed	3510
emailing	3070
emails	4240
emanate	2510
emanated	2440
emanates	2520
emanating	3030
emancipate	2230
emancipated	2690
emancipates	1240
emancipating	1740
emancipation	3280
embalm	1830
embalmed	2450
embalming	2560
embalms	0
embankment	3150
embankments	2460
embargo	3310
embargoed	2130
embargoes	2280
embargoing	0
embark	3400
embarked	3500
embarking	3160
embarks	2720
embarrass	3410
embarrassed	4050
embarrasses	2400
embarrassing	4150
embarrassment	3770
embarrassments	2180
embassies	3150
embassy	4130
embed	2940
embedded	3890
embedding	3000
embeds	2220
embellish	2550
embellished	3090
embellishes	1770
embellishing	2290
embellishment	2690
embellishments	2590
ember	2970
embers	2880
embezzle	2009
embezzled	2560
embezzlement	3020
embezzles	1280
embezzling	2520
embitter	1190
embittered	2600
embittering	0
embitters	0
emblem	3580
emblems	2990
embodied	3340
embodies	3190
embodiment	3310
embodiments	2160
embody	3170
embodying	2670
emboss	1670
embossed	2930
embosses	0
embossing	2300
embrace	4160
embraced	3750
embraces	3350
embracing	3670
embroider	2190
embroidered	3340
embroideries	2110
embroidering	2009
embroiders	1330
embroidery	3240
embryo	3340
embryonic	3230
embryos	3290
emerald	3600
emeralds	2800
emerge	3890
emerged	4160
emergence	3740
emergencies	3560
emergency	4720
emergent	3150
emerges	3610
emerging	4190
emigrant	2630
emigrants	3020
emigrate	2890
emigrated	3120
emigrates	1490
emigrating	2590
emigration	3250
emigrations	1280
eminence	3210
eminences	1660
eminent	3560
eminently	2820
emir	3050
emirs	1930
emissaries	2600
emissary	2840
emission	3700
emissions	4070
emit	3250
emits	3020
emitted	3320
emitting	3210
emotion	4190
emotional	4660
emotionally	4040
emotions	4370
emotive	2880
empathy	3720
emperor	4250
emperors	3210
emphases	2210
emphasis	4190
emphasise	3070
emphasised	3180
emphasises	2820
emphasising	2740
emphasize	3690
emphasized	3710
emphasizes	3480
emphasizing	3360
emphatic	3090
emphatically	3070
emphysema	2720
empire	4540
empires	3400
empirical	3620
employ	3960
employed	4420
employee	4500
employees	4810
employer	4220
employers	4250
employing	3730
employment	4560
employments	2009
employs	3730
emporium	2900
emporiums	1540
empower	3510
empowered	3590
empowering	3480
empowers	2950
empress	3450
empresses	1700
emptied	3310
emptier	2170
empties	2900
emptiest	1510
emptiness	3270
empty	4590
emptying	3080
emulate	3410
emulated	2790
emulates	2370
emulating	2790
emulation	3040
emulations	1670
emulator	2940
emulators	2480
emulsion	2890
emulsions	2350
enable	4300
enabled	4110
enables	3940
enabling	3920
enact	3430
enacted	3750
enacting	3110
enactment	3220
enactments	2510
enacts	2470
enamel	3350
enameled	2400
enameling	1680
enamelled	2260
enamelling	1630
enamels	2220
encapsulated	2910
encase	2090
encased	3000
encases	1720
encasing	2140
enchant	2570
enchanted	3440
enchanting	3150
enchantment	2980
enchantments	2250
enchants	2190
encircle	2610
encircled	2930
encircles	2280
encircling	2710
enclose	2770
enclosed	3740
encloses	2500
enclosing	2840
enclosure	3610
enclosures	3080
encode	2950
encoded	3310
encoding	3380
encompass	3270
encompassed	2940
encompasses	3410
encompassing	3350
encore	3390
encored	1310
encores	2210
encoring	0
encounter	4260
encountered	4059
encountering	3230
encounters	4000
encourage	4450
encouraged	4320
encouragement	3790
encouragements	1770
encourages	3840
encouraging	4140
encroach	2490
encroached	2430
encroaches	1910
encroaching	2810
encrypted	3420
encryption	3560
encumber	1680
encumbered	2400
encumbering	1440
encumbers	1040
encumbrance	2180
encumbrances	1990
encyclopedia	3520
encyclopedias	2600
end	5680
endanger	3230
endangered	3860
endangering	3080
endangers	2600
endear	2350
endeared	2550
endearing	3130
endearment	2500
endearments	1490
endears	1820
endeavor	3560
endeavored	2430
endeavoring	2300
endeavors	3320
endeavour	3450
endeavoured	2480
endeavouring	2250
endeavours	3030
ended	4920
endemic	3370
endemics	1730
ending	4680
endings	3540
endive	2029
endives	1390
endless	4180
endlessly	3460
endorse	3630
endorsed	3870
endorsement	3750
endorsements	3260
endorses	3020
endorsing	3240
endow	2430
endowed	3410
endowing	2009
endowment	3520
endowments	2780
endows	1980
ends	4750
endurance	3740
endure	3820
endured	3580
endures	2980
enduring	3670
endways	0
enema	2850
enemas	2320
enemies	4400
enemy	4700
energetic	3710
energetically	2760
energies	3540
energy	5230
enforce	3960
enforced	3790
enforcement	4450
enforces	2880
enforcing	3570
engage	4360
engaged	4520
engagement	4310
engagements	3480
engages	3390
engaging	4130
