word	key	frequency_level	spelling_region	pos_code	lemma	source
L	l	40	通用	n0	L	ESDB
Latina	latina	40	通用	n0	Latina	ESDB
Latinas	latinas	40	通用	ns	Latina	ESDB
Latino	latino	40	通用	aj0;n0	Latino	ESDB
Latino's	latino's	40	通用	np	Latino	ESDB
Latinos	latinos	40	通用	ns	Latino	ESDB
Laundromat	laundromat	40	通用	n0	Laundromat	ESDB
Laundromat's	laundromat's	40	通用	np	Laundromat	ESDB
Laundromats	laundromats	40	通用	ns	Laundromat	ESDB
Lent	lent	40	通用	n0	Lent	ESDB
Lent's	lent's	40	通用	np	Lent	ESDB
Leo	leo	40	通用	n0	Leo	ESDB
Leo's	leo's	40	通用	np	Leo	ESDB
Leos	leos	40	通用	ns	Leo	ESDB
Libra	libra	40	通用	n0	Libra	ESDB
Libra's	libra's	40	通用	np	Libra	ESDB
Libras	libras	40	通用	ns	Libra	ESDB
Lord	lord	40	通用	n0	Lord	ESDB
Lord's	lord's	40	通用	np	Lord	ESDB
Lords	lords	40	通用	ns	Lord	ESDB
Lutheran	lutheran	40	通用	aj0;n0	Lutheran	ESDB
Lutheran's	lutheran's	40	通用	np	Lutheran	ESDB
Lutherans	lutherans	40	通用	ns	Lutheran	ESDB
M	m	40	通用	n0	M	ESDB
M's	m's	40	通用	np	M	ESDB
Mace	mace	40	通用	n0	Mace	ESDB
Mace's	mace's	40	通用	np	Mace	ESDB
Mafia	mafia	40	通用	n0	Mafia	ESDB
Mafia's	mafia's	40	通用	np	Mafia	ESDB
Mafias	mafias	40	通用	ns	Mafia	ESDB
Mandarin	mandarin	40	通用	n0	Mandarin	ESDB
Mandarin's	mandarin's	40	通用	np	Mandarin	ESDB
Maori	maori	40	通用	n0	Maori	ESDB
Maori's	maori's	40	通用	np	Maori	ESDB
Maoris	maoris	40	通用	ns	Maori	ESDB
Marine	marine	40	通用	n0	Marine	ESDB
Marine's	marine's	40	通用	np	Marine	ESDB
Marines	marines	40	通用	ns	Marine	ESDB
Mars	mars	40	通用	n0	Mars	ESDB
Mars's	mars's	40	通用	np	Mars	ESDB
Martian	martian	40	通用	aj0;n0	Martian	ESDB
Martian's	martian's	40	通用	np	Martian	ESDB
Martians	martians	40	通用	ns	Martian	ESDB
Mason	mason	40	通用	n0	Mason	ESDB
Mason's	mason's	40	通用	np	Mason	ESDB
Masons	masons	40	通用	ns	Mason	ESDB
Mass	mass	40	通用	n0	Mass	ESDB
Masses	masses	40	通用	ns	Mass	ESDB
MB	mb	40	通用	abbr;n0	MB	ESDB
McCoy	mccoy	40	通用	n0	McCoy	ESDB
McCoy's	mccoy's	40	通用	np	McCoy	ESDB
Mecca	mecca	40	通用	n0	Mecca	ESDB
Mecca's	mecca's	40	通用	np	Mecca	ESDB
Medicaid	medicaid	40	通用	n0	Medicaid	ESDB
Medicaid's	medicaid's	40	通用	np	Medicaid	ESDB
Medicare	medicare	40	通用	n0	Medicare	ESDB
Medicare's	medicare's	40	通用	np	Medicare	ESDB
Mediterranean	mediterranean	40	通用	aj0;n0	Mediterranean	ESDB
Mediterranean's	mediterranean's	40	通用	np	Mediterranean	ESDB
Mercury	mercury	40	通用	n0	Mercury	ESDB
Mercury's	mercury's	40	通用	np	Mercury	ESDB
Messiah	messiah	40	通用	n0	Messiah	ESDB
Messiah's	messiah's	40	通用	np	Messiah	ESDB
Methodist	methodist	40	通用	aj0;n0	Methodist	ESDB
Methodist's	methodist's	40	通用	np	Methodist	ESDB
Methodists	methodists	40	通用	ns	Methodist	ESDB
Mexican	mexican	40	通用	aj0;n0	Mexican	ESDB
Mexican's	mexican's	40	通用	np	Mexican	ESDB
Mexicans	mexicans	40	通用	ns	Mexican	ESDB
Midwest	midwest	40	通用	n0	Midwest	ESDB
Midwest's	midwest's	40	通用	np	Midwest	ESDB
Midwestern	midwestern	40	通用	n0	Midwestern	ESDB
Midwestern's	midwestern's	40	通用	np	Midwestern	ESDB
Miss	miss	40	通用	n0	Miss	ESDB
Mormon	mormon	40	通用	aj0;n0	Mormon	ESDB
Mormon's	mormon's	40	通用	np	Mormon	ESDB
Mormons	mormons	40	通用	ns	Mormon	ESDB
Muhammad	muhammad	40	通用	n0	Muhammad	ESDB
Muhammad's	muhammad's	40	通用	np	Muhammad	ESDB
Muzak	muzak	40	通用	n0	Muzak	ESDB
Muzak's	muzak's	40	通用	np	Muzak	ESDB
NASA	nasa	40	通用	n0	NASA	ESDB
NASA's	nasa's	40	通用	np	NASA	ESDB
NATO	nato	40	通用	n0	NATO	ESDB
NATO's	nato's	40	通用	np	NATO	ESDB
NBA	nba	40	通用	n0	NBA	ESDB
NBA's	nba's	40	通用	np	NBA	ESDB
Neptune	neptune	40	通用	n0	Neptune	ESDB
Neptune's	neptune's	40	通用	np	Neptune	ESDB
NFL	nfl	40	通用	n0	NFL	ESDB
NFL's	nfl's	40	通用	np	NFL	ESDB
NHL	nhl	40	通用	n0	NHL	ESDB
NHL's	nhl's	40	通用	np	NHL	ESDB
OD	od	40	通用	n0	OD	ESDB
Olympic	olympic	40	通用	aj0	Olympic	ESDB
Olympics	olympics	40	通用	n0	Olympics	ESDB
Olympics's	olympics's	40	通用	np	Olympics	ESDB
Orient	orient	40	通用	n0	Orient	ESDB
Orient's	orient's	40	通用	np	Orient	ESDB
Oriental	oriental	40	通用	n0	Oriental	ESDB
Oriental's	oriental's	40	通用	np	Oriental	ESDB
Orientals	orientals	40	通用	ns	Oriental	ESDB
Oscar	oscar	40	通用	n0	Oscar	ESDB
Oscar's	oscar's	40	通用	np	Oscar	ESDB
Oscars	oscars	40	通用	ns	Oscar	ESDB
Pacific	pacific	40	通用	aj0;n0	Pacific	ESDB
Pacific's	pacific's	40	通用	np	Pacific	ESDB
PC	pc	40	通用	n0	PC	ESDB
PC's	pc's	40	通用	np	PC	ESDB
PCs	pcs	40	通用	ns	PC	ESDB
PE	pe	40	通用	n0	PE	ESDB
Pentagon	pentagon	40	通用	n0	Pentagon	ESDB
Pentagon's	pentagon's	40	通用	np	Pentagon	ESDB
PG	pg	40	通用	n0	PG	ESDB
Pharaoh	pharaoh	40	通用	n0	Pharaoh	ESDB
Pharaoh's	pharaoh's	40	通用	np	Pharaoh	ESDB
Pilgrim	pilgrim	40	通用	n0	Pilgrim	ESDB
Pilgrim's	pilgrim's	40	通用	np	Pilgrim	ESDB
Pilgrims	pilgrims	40	通用	ns	Pilgrim	ESDB
PIN	pin	40	通用	n0	PIN	ESDB
Pisces	pisces	40	通用	n0	Pisces	ESDB
Pisces's	pisces's	40	通用	np	Pisces	ESDB
Plexiglas	plexiglas	40	通用	n0	Plexiglas	ESDB
Plexiglas's	plexiglas's	40	通用	np	Plexiglas	ESDB
Pluto	pluto	40	通用	n0	Pluto	ESDB
Pluto's	pluto's	40	通用	np	Pluto	ESDB
PMS	pms	40	通用	n0	PMS	ESDB
Polaroid	polaroid	40	通用	n0	Polaroid	ESDB
Polaroid's	polaroid's	40	通用	np	Polaroid	ESDB
Polaroids	polaroids	40	通用	ns	Polaroid	ESDB
Pole	pole	40	通用	n0	Pole	ESDB
Pole's	pole's	40	通用	np	Pole	ESDB
Poles	poles	40	通用	ns	Pole	ESDB
Polish	polish	40	通用	aj0;n0	Polish	ESDB
Polish's	polish's	40	通用	np	Polish	ESDB
Pope	pope	40	通用	n0	Pope	ESDB
Pope's	pope's	40	通用	np	Pope	ESDB
Popes	popes	40	通用	ns	Pope	ESDB
Popsicle	popsicle	40	通用	n0	Popsicle	ESDB
Popsicle's	popsicle's	40	通用	np	Popsicle	ESDB
Popsicles	popsicles	40	通用	ns	Popsicle	ESDB
Portuguese	portuguese	40	通用	aj0;n0	Portuguese	ESDB
Portuguese's	portuguese's	40	通用	np	Portuguese	ESDB
POW	pow	40	通用	n0	POW	ESDB
POW's	pow's	40	通用	np	POW	ESDB
POWs	pows	40	通用	ns	POW	ESDB
Presbyterian	presbyterian	40	通用	n0	Presbyterian	ESDB
Presbyterian's	presbyterian's	40	通用	np	Presbyterian	ESDB
Presbyterians	presbyterians	40	通用	ns	Presbyterian	ESDB
Puritan	puritan	40	通用	n0	Puritan	ESDB
Puritan's	puritan's	40	通用	np	Puritan	ESDB
Puritans	puritans	40	通用	ns	Puritan	ESDB
Pyrex	pyrex	40	通用	n0	Pyrex	ESDB
Pyrex's	pyrex's	40	通用	np	Pyrex	ESDB
Q	q	40	通用	n0	Q	ESDB
R	r	40	通用	n0	R	ESDB
RAM	ram	40	通用	n0	RAM	ESDB
Ramadan	ramadan	40	通用	n0	Ramadan	ESDB
Ramadan's	ramadan's	40	通用	np	Ramadan	ESDB
Realtor	realtor	40	通用	n0	Realtor	ESDB
Realtor's	realtor's	40	通用	np	Realtor	ESDB
Realtors	realtors	40	通用	ns	Realtor	ESDB
Renaissance	renaissance	40	通用	n0	Renaissance	ESDB
Renaissance's	renaissance's	40	通用	np	Renaissance	ESDB
Representative	representative	40	通用	n0	Representative	ESDB
Representatives	representatives	40	通用	ns	Representative	ESDB
Republican	republican	40	通用	n0	Republican	ESDB
Republican's	republican's	40	通用	np	Republican	ESDB
Republicans	republicans	40	通用	ns	Republican	ESDB
Resurrection	resurrection	40	通用	n0	Resurrection	ESDB
Reverend	reverend	40	通用	n0	Reverend	ESDB
Reverend's	reverend's	40	通用	np	Reverend	ESDB
RIP	rip	40	通用	?	RIP	ESDB
RN	rn	40	通用	n0	RN	ESDB
RN's	rn's	40	通用	np	RN	ESDB
Rollerblade	rollerblade	40	通用	n0;v0	Rollerblade	ESDB
Rollerblade's	rollerblade's	40	通用	np	Rollerblade	ESDB
Rollerblades	rollerblades	40	通用	ns	Rollerblade	ESDB
ROM	rom	40	通用	n0	ROM	ESDB
Roman	roman	40	通用	aj0;n0	Roman	ESDB
Roman's	roman's	40	通用	np	Roman	ESDB
Romans	romans	40	通用	n0;ns	Roman;Romans	ESDB
ROTC	rotc	40	通用	n0	ROTC	ESDB
ROTC's	rotc's	40	通用	np	ROTC	ESDB
RSVP	rsvp	40	通用	?	RSVP	ESDB
Russian	russian	40	通用	aj0;n0	Russian	ESDB
Russian's	russian's	40	通用	np	Russian	ESDB
Russians	russians	40	通用	ns	Russian	ESDB
RV	rv	40	通用	n0	RV	ESDB
RV's	rv's	40	通用	np	RV	ESDB
RVs	rvs	40	通用	ns	RV	ESDB
Sagittarius	sagittarius	40	通用	n0	Sagittarius	ESDB
Sagittarius's	sagittarius's	40	通用	np	Sagittarius	ESDB
Sagittariuses	sagittariuses	40	通用	ns	Sagittarius	ESDB
Santa	santa	40	通用	n0	Santa	ESDB
Santa's	santa's	40	通用	np	Santa	ESDB
SASE	sase	40	通用	n0	SASE	ESDB
SASEs	sases	40	通用	ns	SASE	ESDB
SAT	sat	40	通用	n0	SAT	ESDB
SATs	sats	40	通用	ns	SAT	ESDB
Saturn	saturn	40	通用	n0	Saturn	ESDB
Saturn's	saturn's	40	通用	np	Saturn	ESDB
Savior	savior	40	通用	n0	Savior	ESDB
Savior's	savior's	40	通用	np	Savior	ESDB
Scandinavia	scandinavia	40	通用	n0	Scandinavia	ESDB
Scandinavia's	scandinavia's	40	通用	np	Scandinavia	ESDB
Scandinavian	scandinavian	40	通用	aj0;n0	Scandinavian	ESDB
Scandinavian's	scandinavian's	40	通用	np	Scandinavian	ESDB
Scandinavians	scandinavians	40	通用	ns	Scandinavian	ESDB
Scorpio	scorpio	40	通用	n0	Scorpio	ESDB
Scorpio's	scorpio's	40	通用	np	Scorpio	ESDB
Scorpios	scorpios	40	通用	ns	Scorpio	ESDB
Scottish	scottish	40	通用	aj0;n0	Scottish	ESDB
Scottish's	scottish's	40	通用	np	Scottish	ESDB
Scripture	scripture	40	通用	n0	Scripture	ESDB
Scriptures	scriptures	40	通用	ns	Scripture	ESDB
SE	se	40	通用	n0	SE	ESDB
SE's	se's	40	通用	np	SE	ESDB
Secretaries	secretaries	40	通用	ns	Secretary	ESDB
Secretary	secretary	40	通用	n0	Secretary	ESDB
Secretary's	secretary's	40	通用	np	Secretary	ESDB
Senate	senate	40	通用	n0	Senate	ESDB
Senate's	senate's	40	通用	np	Senate	ESDB
Sikh	sikh	40	通用	aj0;n0	Sikh	ESDB
Sikh's	sikh's	40	通用	np	Sikh	ESDB
Sikhism	sikhism	40	通用	n0	Sikhism	ESDB
Sikhs	sikhs	40	通用	ns	Sikh	ESDB
Soviet	soviet	40	通用	aj0	Soviet	ESDB
Spanish	spanish	40	通用	aj0;n0	Spanish	ESDB
Spanish's	spanish's	40	通用	np	Spanish	ESDB
Spartan	spartan	40	通用	aj0;n0	Spartan	ESDB
Spartan's	spartan's	40	通用	np	Spartan	ESDB
Styrofoam	styrofoam	40	通用	n0	Styrofoam	ESDB
Styrofoam's	styrofoam's	40	通用	np	Styrofoam	ESDB
Swiss	swiss	40	通用	aj0;n0	Swiss	ESDB
Swiss's	swiss's	40	通用	np	Swiss	ESDB
Swisses	swisses	40	通用	ns	Swiss	ESDB
TA	ta	40	通用	n0	TA	ESDB
Taiwanese	taiwanese	40	通用	aj0;n0	Taiwanese	ESDB
Taiwanese's	taiwanese's	40	通用	np	Taiwanese	ESDB
Talmud	talmud	40	通用	n0	Talmud	ESDB
Talmud's	talmud's	40	通用	np	Talmud	ESDB
Teflon	teflon	40	通用	n0	Teflon	ESDB
Teflon's	teflon's	40	通用	np	Teflon	ESDB
Thanksgiving	thanksgiving	40	通用	n0	Thanksgiving	ESDB
Thanksgiving's	thanksgiving's	40	通用	np	Thanksgiving	ESDB
Thanksgivings	thanksgivings	40	通用	ns	Thanksgiving	ESDB
Thermos	thermos	40	通用	n0	Thermos	ESDB
Thermoses	thermoses	40	通用	ns	Thermos	ESDB
TLC	tlc	40	通用	n0	TLC	ESDB
TLC's	tlc's	40	通用	np	TLC	ESDB
TM	tm	40	通用	n0	TM	ESDB
TOEFL	toefl	40	通用	n0	TOEFL	ESDB
Trinity	trinity	40	通用	n0	Trinity	ESDB
Trinity's	trinity's	40	通用	np	Trinity	ESDB
Tylenol	tylenol	40	通用	n0	Tylenol	ESDB
Tylenol's	tylenol's	40	通用	np	Tylenol	ESDB
Uranus	uranus	40	通用	n0	Uranus	ESDB
Uranus's	uranus's	40	通用	np	Uranus	ESDB
US	us	40	通用	n0	US	ESDB
US's	us's	40	通用	np	US	ESDB
USA	usa	40	通用	n0	USA	ESDB
USA's	usa's	40	通用	np	USA	ESDB
Velcro	velcro	40	通用	n0	Velcro	ESDB
Velcro's	velcro's	40	通用	np	Velcro	ESDB
Venus	venus	40	通用	n0	Venus	ESDB
Venus's	venus's	40	通用	np	Venus	ESDB
Virgo	virgo	40	通用	n0	Virgo	ESDB
Virgo's	virgo's	40	通用	np	Virgo	ESDB
Virgos	virgos	40	通用	ns	Virgo	ESDB
Walkman	walkman	40	通用	n0	Walkman	ESDB
Walkman's	walkman's	40	通用	np	Walkman	ESDB
Walkmans	walkmans	40	通用	ns	Walkman	ESDB
WASP	wasp	40	通用	n0	WASP	ESDB
WASP's	wasp's	40	通用	np	WASP	ESDB
WASPs	wasps	40	通用	ns	WASP	ESDB
Welsh	welsh	40	通用	aj0;n0	Welsh	ESDB
Welsh's	welsh's	40	通用	np	Welsh	ESDB
Western	western	40	通用	n0	Western	ESDB
Western's	western's	40	通用	np	Western	ESDB
Westerner	westerner	40	通用	n0	Westerner	ESDB
Westerners	westerners	40	通用	ns	Westerner	ESDB
Westerns	westerns	40	通用	ns	Western	ESDB
White	white	40	通用	n0	White	ESDB
White's	white's	40	通用	np	White	ESDB
WWW	www	40	通用	abbr;n0	WWW	ESDB
X	x	40	通用	n0	X	ESDB
Xerox	xerox	40	通用	n0	Xerox	ESDB
Xerox's	xerox's	40	通用	np	Xerox	ESDB
Xeroxes	xeroxes	40	通用	ns	Xerox	ESDB
XL	xl	40	通用	n0	XL	ESDB
Yank	yank	40	通用	n0	Yank	ESDB
Yank's	yank's	40	通用	np	Yank	ESDB
Yanks	yanks	40	通用	ns	Yank	ESDB
Yuletide	yuletide	40	通用	n0	Yuletide	ESDB
Yuletides	yuletides	40	通用	ns	Yuletide	ESDB
Z	z	40	通用	n0	Z	ESDB
Z's	z's	40	通用	np	Z	ESDB
AA	aa	50	通用	n0	AA	ESDB
AA's	aa's	50	通用	np	AA	ESDB
AAA	aaa	50	通用	n0	AAA	ESDB
AAA's	aaa's	50	通用	np	AAA	ESDB
Aachen	aachen	50	通用	n0	Aachen	ESDB
Aachen's	aachen's	50	通用	np	Aachen	ESDB
Aaliyah	aaliyah	50	通用	n0	Aaliyah	ESDB
Aaliyah's	aaliyah's	50	通用	np	Aaliyah	ESDB
Aaron	aaron	50	通用	n0	Aaron	ESDB
Aaron's	aaron's	50	通用	np	Aaron	ESDB
AB	ab	50	通用	n0	AB	ESDB
Abbas	abbas	50	通用	n0	Abbas	ESDB
Abbas's	abbas's	50	通用	np	Abbas	ESDB
Abbasid	abbasid	50	通用	n0	Abbasid	ESDB
Abbasid's	abbasid's	50	通用	np	Abbasid	ESDB
Abbott	abbott	50	通用	n0	Abbott	ESDB
Abbott's	abbott's	50	通用	np	Abbott	ESDB
Abby	abby	50	通用	n0	Abby	ESDB
Abby's	abby's	50	通用	np	Abby	ESDB
Abdul	abdul	50	通用	n0	Abdul	ESDB
Abdul's	abdul's	50	通用	np	Abdul	ESDB
Abe	abe	50	通用	n0	Abe	ESDB
Abe's	abe's	50	通用	np	Abe	ESDB
Abel	abel	50	通用	n0	Abel	ESDB
Abel's	abel's	50	通用	np	Abel	ESDB
Abelard	abelard	50	通用	n0	Abelard	ESDB
Abelard's	abelard's	50	通用	np	Abelard	ESDB
Abelson	abelson	50	通用	n0	Abelson	ESDB
Abelson's	abelson's	50	通用	np	Abelson	ESDB
Aberdeen	aberdeen	50	通用	n0	Aberdeen	ESDB
Aberdeen's	aberdeen's	50	通用	np	Aberdeen	ESDB
Abernathy	abernathy	50	通用	n0	Abernathy	ESDB
Abernathy's	abernathy's	50	通用	np	Abernathy	ESDB
Abidjan	abidjan	50	通用	n0	Abidjan	ESDB
Abidjan's	abidjan's	50	通用	np	Abidjan	ESDB
Abigail	abigail	50	通用	n0	Abigail	ESDB
Abigail's	abigail's	50	通用	np	Abigail	ESDB
Abilene	abilene	50	通用	n0	Abilene	ESDB
Abilene's	abilene's	50	通用	np	Abilene	ESDB
ABM	abm	50	通用	n0	ABM	ESDB
ABM's	abm's	50	通用	np	ABM	ESDB
Abner	abner	50	通用	n0	Abner	ESDB
Abner's	abner's	50	通用	np	Abner	ESDB
Abraham	abraham	50	通用	n0	Abraham	ESDB
Abraham's	abraham's	50	通用	np	Abraham	ESDB
Abram	abram	50	通用	n0	Abram	ESDB
Abram's	abram's	50	通用	np	Abram	ESDB
Abrams	abrams	50	通用	n0	Abrams	ESDB
Abrams's	abrams's	50	通用	np	Abrams	ESDB
Absalom	absalom	50	通用	n0	Absalom	ESDB
Absalom's	absalom's	50	通用	np	Absalom	ESDB
Abuja	abuja	50	通用	n0	Abuja	ESDB
Abuja's	abuja's	50	通用	np	Abuja	ESDB
Abyssinia	abyssinia	50	通用	n0	Abyssinia	ESDB
Abyssinia's	abyssinia's	50	通用	np	Abyssinia	ESDB
Abyssinian	abyssinian	50	通用	n0	Abyssinian	ESDB
Abyssinian's	abyssinian's	50	通用	np	Abyssinian	ESDB
Ac	ac	50	通用	n0	Ac	ESDB
Acadia	acadia	50	通用	n0	Acadia	ESDB
Acadia's	acadia's	50	通用	np	Acadia	ESDB
Acapulco	acapulco	50	通用	n0	Acapulco	ESDB
Acapulco's	acapulco's	50	通用	np	Acapulco	ESDB
Accenture	accenture	50	通用	n0	Accenture	ESDB
Accenture's	accenture's	50	通用	np	Accenture	ESDB
Accra	accra	50	通用	n0	Accra	ESDB
Accra's	accra's	50	通用	np	Accra	ESDB
Acevedo	acevedo	50	通用	n0	Acevedo	ESDB
Acevedo's	acevedo's	50	通用	np	Acevedo	ESDB
Achaean	achaean	50	通用	aj0;n0	Achaean	ESDB
Achaean's	achaean's	50	通用	np	Achaean	ESDB
Achebe	achebe	50	通用	n0	Achebe	ESDB
Achebe's	achebe's	50	通用	np	Achebe	ESDB
Achernar	achernar	50	通用	n0	Achernar	ESDB
Achernar's	achernar's	50	通用	np	Achernar	ESDB
Acheson	acheson	50	通用	n0	Acheson	ESDB
Acheson's	acheson's	50	通用	np	Acheson	ESDB
Achilles	achilles	50	通用	n0	Achilles	ESDB
Achilles's	achilles's	50	通用	np	Achilles	ESDB
ACLU	aclu	50	通用	n0	ACLU	ESDB
ACLU's	aclu's	50	通用	np	ACLU	ESDB
Aconcagua	aconcagua	50	通用	n0	Aconcagua	ESDB
Aconcagua's	aconcagua's	50	通用	np	Aconcagua	ESDB
Acosta	acosta	50	通用	n0	Acosta	ESDB
Acosta's	acosta's	50	通用	np	Acosta	ESDB
Acrux	acrux	50	通用	n0	Acrux	ESDB
Acrux's	acrux's	50	通用	np	Acrux	ESDB
Actaeon	actaeon	50	通用	n0	Actaeon	ESDB
Actaeon's	actaeon's	50	通用	np	Actaeon	ESDB
Acton	acton	50	通用	n0	Acton	ESDB
Acton's	acton's	50	通用	np	Acton	ESDB
Acts	acts	50	通用	n0	Acts	ESDB
Acts's	acts's	50	通用	np	Acts	ESDB
Acuff	acuff	50	通用	n0	Acuff	ESDB
Acuff's	acuff's	50	通用	np	Acuff	ESDB
Ada	ada	50	通用	n0	Ada	ESDB
Ada's	ada's	50	通用	np	Ada	ESDB
Adam	adam	50	通用	n0	Adam	ESDB
Adam's	adam's	50	通用	np	Adam	ESDB
Adams	adams	50	通用	n0	Adams	ESDB
Adams's	adams's	50	通用	np	Adams	ESDB
Adan	adan	50	通用	n0	Adan	ESDB
Adan's	adan's	50	通用	np	Adan	ESDB
Adana	adana	50	通用	n0	Adana	ESDB
Adana's	adana's	50	通用	np	Adana	ESDB
Adar	adar	50	通用	n0	Adar	ESDB
Adar's	adar's	50	通用	np	Adar	ESDB
Addams	addams	50	通用	n0	Addams	ESDB
Addams's	addams's	50	通用	np	Addams	ESDB
Adderley	adderley	50	通用	n0	Adderley	ESDB
Adderley's	adderley's	50	通用	np	Adderley	ESDB
Addie	addie	50	通用	n0	Addie	ESDB
Addie's	addie's	50	通用	np	Addie	ESDB
Addison	addison	50	通用	n0	Addison	ESDB
Addison's	addison's	50	通用	np	Addison	ESDB
Adela	adela	50	通用	n0	Adela	ESDB
Adela's	adela's	50	通用	np	Adela	ESDB
Adelaide	adelaide	50	通用	n0	Adelaide	ESDB
Adelaide's	adelaide's	50	通用	np	Adelaide	ESDB
Adele	adele	50	通用	n0	Adele	ESDB
Adele's	adele's	50	通用	np	Adele	ESDB
Adeline	adeline	50	通用	n0	Adeline	ESDB
Adeline's	adeline's	50	通用	np	Adeline	ESDB
Aden	aden	50	通用	n0	Aden	ESDB
Aden's	aden's	50	通用	np	Aden	ESDB
Adenauer	adenauer	50	通用	n0	Adenauer	ESDB
Adenauer's	adenauer's	50	通用	np	Adenauer	ESDB
Adhara	adhara	50	通用	n0	Adhara	ESDB
Adhara's	adhara's	50	通用	np	Adhara	ESDB
Adidas	adidas	50	通用	n0	Adidas	ESDB
Adidas's	adidas's	50	通用	np	Adidas	ESDB
Adirondack	adirondack	50	通用	n0	Adirondack	ESDB
Adirondack's	adirondack's	50	通用	np	Adirondack	ESDB
Adirondacks	adirondacks	50	通用	n0	Adirondacks	ESDB
Adirondacks's	adirondacks's	50	通用	np	Adirondacks	ESDB
Adkins	adkins	50	通用	n0	Adkins	ESDB
Adkins's	adkins's	50	通用	np	Adkins	ESDB
Adler	adler	50	通用	n0	Adler	ESDB
Adler's	adler's	50	通用	np	Adler	ESDB
Adolf	adolf	50	通用	n0	Adolf	ESDB
Adolf's	adolf's	50	通用	np	Adolf	ESDB
Adolfo	adolfo	50	通用	n0	Adolfo	ESDB
Adolfo's	adolfo's	50	通用	np	Adolfo	ESDB
Adolph	adolph	50	通用	n0	Adolph	ESDB
Adolph's	adolph's	50	通用	np	Adolph	ESDB
Adonis	adonis	50	通用	n0	Adonis	ESDB
Adonis's	adonis's	50	通用	np	Adonis	ESDB
Adrian	adrian	50	通用	n0	Adrian	ESDB
Adrian's	adrian's	50	通用	np	Adrian	ESDB
Adriana	adriana	50	通用	n0	Adriana	ESDB
Adriana's	adriana's	50	通用	np	Adriana	ESDB
Adriatic	adriatic	50	通用	n0	Adriatic	ESDB
Adriatic's	adriatic's	50	通用	np	Adriatic	ESDB
Adrienne	adrienne	50	通用	n0	Adrienne	ESDB
Adrienne's	adrienne's	50	通用	np	Adrienne	ESDB
Adventist	adventist	50	通用	n0	Adventist	ESDB
Adventist's	adventist's	50	通用	np	Adventist	ESDB
Advil	advil	50	通用	n0	Advil	ESDB
Advil's	advil's	50	通用	np	Advil	ESDB
Aegean	aegean	50	通用	aj0;n0	Aegean	ESDB
Aegean's	aegean's	50	通用	np	Aegean	ESDB
Aelfric	aelfric	50	通用	n0	Aelfric	ESDB
Aelfric's	aelfric's	50	通用	np	Aelfric	ESDB
Aeneas	aeneas	50	通用	n0	Aeneas	ESDB
Aeneas's	aeneas's	50	通用	np	Aeneas	ESDB
Aeneid	aeneid	50	通用	n0	Aeneid	ESDB
Aeneid's	aeneid's	50	通用	np	Aeneid	ESDB
Aeolus	aeolus	50	通用	n0	Aeolus	ESDB
Aeolus's	aeolus's	50	通用	np	Aeolus	ESDB
Aeroflot	aeroflot	50	通用	n0	Aeroflot	ESDB
Aeroflot's	aeroflot's	50	通用	np	Aeroflot	ESDB
Aeschylus	aeschylus	50	通用	n0	Aeschylus	ESDB
Aeschylus's	aeschylus's	50	通用	np	Aeschylus	ESDB
Aesculapius	aesculapius	50	通用	n0	Aesculapius	ESDB
Aesculapius's	aesculapius's	50	通用	np	Aesculapius	ESDB
Aesop	aesop	50	通用	n0	Aesop	ESDB
Aesop's	aesop's	50	通用	np	Aesop	ESDB
AFAIK	afaik	50	通用	abbr	AFAIK	ESDB
AFC	afc	50	通用	n0	AFC	ESDB
AFC's	afc's	50	通用	np	AFC	ESDB
Afghan	afghan	50	通用	aj0;n0	Afghan	ESDB
Afghan's	afghan's	50	通用	np	Afghan	ESDB
Afghani	afghani	50	通用	n0	Afghani	ESDB
Afghani's	afghani's	50	通用	np	Afghani	ESDB
Afghanistan	afghanistan	50	通用	n0	Afghanistan	ESDB
Afghanistan's	afghanistan's	50	通用	np	Afghanistan	ESDB
Afghans	afghans	50	通用	ns	Afghan	ESDB
Afrikaans	afrikaans	50	通用	aj0;n0	Afrikaans	ESDB
Afrikaans's	afrikaans's	50	通用	np	Afrikaans	ESDB
Afrikaner	afrikaner	50	通用	aj0;n0	Afrikaner	ESDB
Afrikaner's	afrikaner's	50	通用	np	Afrikaner	ESDB
Afro	afro	50	通用	n0	Afro	ESDB
Afrocentrism	afrocentrism	50	通用	n0	Afrocentrism	ESDB
Afrocentrism's	afrocentrism's	50	通用	np	Afrocentrism	ESDB
Afros	afros	50	通用	ns	Afro	ESDB
Ag	ag	50	通用	n0	Ag	ESDB
Agamemnon	agamemnon	50	通用	n0	Agamemnon	ESDB
Agamemnon's	agamemnon's	50	通用	np	Agamemnon	ESDB
Agassi	agassi	50	通用	n0	Agassi	ESDB
Agassi's	agassi's	50	通用	np	Agassi	ESDB
Agassiz	agassiz	50	通用	n0	Agassiz	ESDB
Agassiz's	agassiz's	50	通用	np	Agassiz	ESDB
Agatha	agatha	50	通用	n0	Agatha	ESDB
Agatha's	agatha's	50	通用	np	Agatha	ESDB
Aggie	aggie	50	通用	n0	Aggie	ESDB
Aggie's	aggie's	50	通用	np	Aggie	ESDB
Aglaia	aglaia	50	通用	n0	Aglaia	ESDB
Aglaia's	aglaia's	50	通用	np	Aglaia	ESDB
Agnes	agnes	50	通用	n0	Agnes	ESDB
